Accession,SRA_Accession,Submitters,Release_Date,Pangolin,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
OK377372,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS478,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS478/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377373,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS479,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29773,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS479/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a gene, complete sequence; and envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377374,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS978,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS978/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377375,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS481,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS481/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a gene, complete sequence; and envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377376,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS1025,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS1025/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377377,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS1026,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29605,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS1026/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; nucleocapsid phosphoprotein (N) gene, complete cds; and ORF10 protein (ORF10) gene, partial cds"
OK377378,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS1024,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS1024/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377379,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS499,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS499/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377380,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS492,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS492/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377381,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS473,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS473/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377382,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS502,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29593,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS502/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
OK377383,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS493,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-21,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS493/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377384,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS503,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29763,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-23,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS503/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), truncated ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377385,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS507,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29773,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS507/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a gene, complete sequence; and envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377386,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS504,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS504/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377387,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS505,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29762,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS505/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a gene, complete sequence; and ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377388,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS506,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS506/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377389,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS987,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29773,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS987/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a gene, complete sequence; and envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377390,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS984,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS984/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377391,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS985,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS985/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377392,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS986,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS986/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377393,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS981,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS981/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377394,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS982,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS982/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377395,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS993,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29764,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS993/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377396,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS994,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-05-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS994/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
